docname,topic,proportion
cv280_8651.txt:12,010,1.0
cv996_12447.txt:22,004,1.0
cv574_23191.txt:14,008,1.0
cv729_10475.txt:14,005,1.0
cv968_25413.txt:13,011,1.0
cv822_21545.txt:10,003,1.0
cv646_16817.txt:12,000,1.0
cv679_28221.txt:4,007,1.0
cv342_20917.txt:21,006,1.0
cv113_24354.txt:31,003,1.0
cv876_9633.txt:28,000,1.0
cv017_23487.txt:10,001,1.0
cv737_28733.txt:11,000,1.0
cv454_21961.txt:33,012,1.0
cv464_17076.txt:8,009,1.0
cv464_17076.txt:43,010,1.0
cv316_5972.txt:2,004,1.0
cv172_12037.txt:13,002,1.0
cv172_12037.txt:48,000,1.0
cv959_16218.txt:26,006,1.0
cv744_10091.txt:26,004,1.0
cv364_14254.txt:29,010,1.0
cv040_8829.txt:1,001,1.0
cv143_21158.txt:1,003,1.0
cv552_0150.txt:15,000,1.0
cv552_0150.txt:50,000,1.0
cv713_29002.txt:16,011,1.0
cv315_12638.txt:7,007,1.0
cv315_12638.txt:42,009,1.0
cv499_11407.txt:7,004,1.0
cv499_11407.txt:42,010,1.0
cv724_15265.txt:19,007,1.0
cv232_16768.txt:19,003,1.0
cv594_11945.txt:20,000,1.0
cv424_9268.txt:2,003,1.0
cv424_9268.txt:37,008,1.0
cv424_9268.txt:72,004,1.0
cv135_12506.txt:23,014,1.0
cv063_28852.txt:32,000,1.0
cv228_5644.txt:34,000,1.0
cv412_25254.txt:32,015,1.0
cv160_10848.txt:16,000,1.0
cv690_5425.txt:30,016,1.0
cv690_5425.txt:65,004,1.0
cv589_12853.txt:0,002,1.0
cv308_5079.txt:15,002,1.0
cv308_5079.txt:50,000,1.0
cv047_18725.txt:8,000,1.0
cv627_12603.txt:9,000,1.0
cv391_11615.txt:2,000,0.616642
cv391_11615.txt:2,001,0.284845
cv391_11615.txt:2,002,0.098513
cv391_11615.txt:37,000,1.0
cv820_24157.txt:2,000,1.0
cv820_24157.txt:37,002,1.0
cv893_26731.txt:22,010,1.0
cv893_26731.txt:57,010,1.0
cv097_26081.txt:4,010,1.0
cv512_17618.txt:8,001,1.0
cv013_10494.txt:10,007,1.0
cv258_5627.txt:0,010,1.0
cv204_8930.txt:14,000,1.0
cv204_8930.txt:49,009,1.0
cv090_0049.txt:34,010,1.0
cv123_12165.txt:13,000,1.0
cv770_11061.txt:7,010,1.0
cv269_23018.txt:0,002,1.0
cv269_23018.txt:35,000,1.0
cv269_23018.txt:70,014,1.0
cv916_17034.txt:32,000,1.0
cv979_2029.txt:7,010,1.0
cv669_24318.txt:15,012,1.0
cv669_24318.txt:50,007,1.0
cv455_28866.txt:10,001,1.0
cv599_22197.txt:15,002,1.0
cv762_15604.txt:15,000,1.0
cv739_12179.txt:7,005,1.0
cv441_15276.txt:16,004,1.0
cv441_15276.txt:51,014,1.0
cv285_18186.txt:6,008,1.0
cv261_11855.txt:30,014,1.0
cv463_10846.txt:16,013,1.0
cv785_23748.txt:11,012,1.0
cv038_9781.txt:17,000,1.0
cv220_28906.txt:14,006,1.0
cv468_16844.txt:13,004,1.0
cv531_26838.txt:17,000,0.616642
cv531_26838.txt:17,001,0.284845
cv531_26838.txt:17,002,0.098513
cv302_26481.txt:9,000,1.0
cv302_26481.txt:44,006,1.0
cv379_23167.txt:23,006,1.0
cv721_28993.txt:19,002,1.0
cv187_14112.txt:13,003,1.0
cv187_14112.txt:48,001,1.0
cv004_12641.txt:29,000,0.616642
cv004_12641.txt:29,001,0.284845
cv004_12641.txt:29,002,0.098513
cv680_10533.txt:4,007,1.0
cv613_23104.txt:5,010,1.0
cv946_20084.txt:13,008,1.0
cv790_16202.txt:15,010,1.0
cv381_21673.txt:29,002,1.0
cv555_25047.txt:22,000,1.0
cv697_12106.txt:34,005,1.0
cv183_19826.txt:28,000,1.0
cv658_11186.txt:1,009,1.0
cv389_9611.txt:11,010,1.0
cv325_18330.txt:25,000,1.0
cv437_24070.txt:3,003,1.0
cv496_11185.txt:5,004,1.0
cv457_19546.txt:19,002,1.0
cv066_11668.txt:21,001,1.0
cv141_17179.txt:21,001,1.0
cv826_12761.txt:23,001,1.0
cv997_5152.txt:15,008,1.0
cv639_10797.txt:28,000,1.0
cv019_16117.txt:16,003,1.0
cv398_17047.txt:11,000,1.0
cv372_6654.txt:17,005,1.0
cv711_12687.txt:24,015,1.0
cv838_25886.txt:1,003,1.0
cv838_25886.txt:36,000,1.0
cv208_9475.txt:25,002,1.0
cv425_8603.txt:15,007,1.0
cv736_24947.txt:12,005,1.0
cv736_24947.txt:47,006,1.0
cv974_24303.txt:17,001,1.0
cv815_23466.txt:34,013,1.0
cv815_23466.txt:69,000,1.0
cv520_13297.txt:10,005,1.0
cv624_11601.txt:3,007,1.0
cv624_11601.txt:38,005,1.0
cv889_22670.txt:9,002,1.0
cv889_22670.txt:44,012,1.0
cv768_12709.txt:25,000,1.0
cv788_26409.txt:4,007,1.0
cv370_5338.txt:1,011,1.0
cv835_20531.txt:7,000,1.0
cv703_17948.txt:17,007,1.0
cv297_10104.txt:16,007,1.0
cv523_18285.txt:13,010,1.0
cv400_20631.txt:25,000,1.0
cv847_20855.txt:31,007,1.0
cv158_10914.txt:1,001,1.0
cv502_10970.txt:4,000,1.0
cv502_10970.txt:39,000,1.0
cv623_16988.txt:31,010,1.0
cv623_16988.txt:66,000,1.0
cv623_16988.txt:101,011,1.0
cv814_20316.txt:4,001,1.0
cv272_20313.txt:22,000,1.0
cv273_28961.txt:7,012,1.0
cv571_29292.txt:18,001,1.0
cv706_25883.txt:18,004,1.0
cv162_10977.txt:5,010,1.0
cv288_20212.txt:14,009,1.0
cv033_25680.txt:0,000,1.0
cv629_16604.txt:18,010,1.0
cv647_15275.txt:6,004,1.0
cv562_10847.txt:8,000,1.0
cv562_10847.txt:43,008,1.0
cv020_9234.txt:13,001,1.0
cv382_8393.txt:15,000,1.0
cv264_14108.txt:26,009,1.0
cv991_19973.txt:15,000,1.0
cv566_8967.txt:14,000,0.616642
cv566_8967.txt:14,001,0.284845
cv566_8967.txt:14,002,0.098513
cv591_24887.txt:12,001,1.0
cv214_13285.txt:6,000,1.0
cv237_20635.txt:18,010,1.0
cv667_19672.txt:0,008,1.0
cv242_11354.txt:14,009,1.0
cv459_21834.txt:22,009,1.0
cv976_10724.txt:16,005,1.0
cv000_29416.txt:8,000,1.0
cv320_9693.txt:8,010,1.0
cv320_9693.txt:43,001,1.0
cv096_12262.txt:33,010,1.0
cv188_20687.txt:25,004,1.0
cv620_2556.txt:23,002,1.0
cv236_12427.txt:23,010,1.0
cv111_12253.txt:3,006,1.0
cv776_21934.txt:6,000,1.0
cv159_29374.txt:9,014,1.0
cv483_18103.txt:8,005,1.0
cv480_21195.txt:26,000,1.0
cv727_5006.txt:21,001,1.0
cv022_14227.txt:25,001,1.0
cv278_14533.txt:21,000,1.0
cv189_24248.txt:15,000,1.0
cv587_20532.txt:17,000,1.0
cv235_10704.txt:0,010,1.0
cv235_10704.txt:35,008,1.0
cv042_11927.txt:15,004,1.0
cv733_9891.txt:27,001,1.0
cv705_11973.txt:8,003,1.0
cv685_5710.txt:8,000,1.0
cv207_29141.txt:14,010,1.0
cv152_9052.txt:13,008,1.0
cv072_5928.txt:17,010,1.0
cv508_17742.txt:4,000,0.616642
cv508_17742.txt:4,001,0.284845
cv508_17742.txt:4,002,0.098513
cv967_5626.txt:18,001,1.0
cv436_20564.txt:31,000,1.0
cv411_16799.txt:13,010,1.0
cv276_17126.txt:31,001,1.0
cv807_23024.txt:13,004,1.0
cv807_23024.txt:48,010,1.0
cv073_23039.txt:5,001,1.0
cv553_26965.txt:9,001,1.0
cv518_14798.txt:12,002,1.0
cv608_24647.txt:18,000,1.0
cv602_8830.txt:10,010,1.0
cv763_16486.txt:18,000,1.0
cv923_11951.txt:22,010,1.0
cv951_11816.txt:25,000,1.0
cv446_12209.txt:13,001,1.0
cv513_7236.txt:14,003,1.0
cv816_15257.txt:19,000,1.0
cv420_28631.txt:13,003,1.0
cv312_29308.txt:5,000,1.0
cv973_10171.txt:9,004,1.0
cv973_10171.txt:44,004,1.0
cv945_13012.txt:8,010,1.0
cv338_9183.txt:24,003,1.0
cv671_5164.txt:7,008,1.0
cv686_15553.txt:5,003,1.0
cv732_13092.txt:6,000,1.0
cv732_13092.txt:41,006,1.0
cv821_29283.txt:5,010,1.0
cv139_14236.txt:23,000,1.0
cv102_8306.txt:18,004,1.0
cv418_16562.txt:2,010,1.0
cv789_12991.txt:17,000,1.0
cv054_4101.txt:31,002,1.0
cv565_29403.txt:17,010,1.0
cv863_7912.txt:25,000,0.616642
cv863_7912.txt:25,001,0.284845
cv863_7912.txt:25,002,0.098513
cv445_26683.txt:23,010,1.0
cv738_10287.txt:31,000,1.0
cv393_29234.txt:1,000,1.0
cv612_5396.txt:14,000,1.0
cv612_5396.txt:49,001,1.0
cv466_20092.txt:19,009,1.0
cv068_14810.txt:12,010,1.0
cv645_17078.txt:7,006,1.0
cv167_18094.txt:4,010,1.0
cv621_15984.txt:16,006,1.0
cv621_15984.txt:51,003,1.0
cv765_20429.txt:32,000,1.0
cv769_8565.txt:26,003,1.0
cv710_23745.txt:0,001,1.0
cv181_16083.txt:1,012,1.0
cv262_13812.txt:18,000,1.0
cv844_13890.txt:27,000,1.0
cv509_17354.txt:16,010,1.0
cv694_4526.txt:9,004,1.0
cv169_24973.txt:31,004,1.0
cv473_7869.txt:24,008,1.0
cv357_14710.txt:13,006,1.0
cv434_5641.txt:29,011,1.0
cv368_11090.txt:27,000,1.0
cv368_11090.txt:62,000,1.0
cv497_27086.txt:15,006,1.0
cv006_17022.txt:25,004,1.0
cv653_2107.txt:18,010,1.0
cv924_29397.txt:13,011,1.0
cv952_26375.txt:9,012,1.0
cv782_21078.txt:2,003,1.0
cv361_28738.txt:3,000,0.616642
cv361_28738.txt:3,001,0.284845
cv361_28738.txt:3,002,0.098513
cv361_28738.txt:38,008,1.0
cv939_11247.txt:3,010,1.0
cv478_15921.txt:20,000,1.0
cv478_15921.txt:55,010,1.0
cv557_12237.txt:16,004,1.0
cv892_18788.txt:26,005,1.0
cv404_21805.txt:16,009,1.0
cv249_12674.txt:20,001,1.0
cv919_18155.txt:17,000,1.0
cv792_3257.txt:5,009,1.0
cv868_12799.txt:1,000,1.0
cv554_14678.txt:27,012,1.0
cv413_7893.txt:18,000,1.0
cv199_9721.txt:6,010,1.0
cv799_19812.txt:8,000,0.616642
cv799_19812.txt:8,001,0.284845
cv799_19812.txt:8,002,0.098513
cv799_19812.txt:43,000,1.0
cv134_23300.txt:3,012,1.0
cv018_21672.txt:4,006,1.0
cv035_3343.txt:13,010,1.0
cv631_4782.txt:11,010,1.0
cv098_17021.txt:6,000,0.616642
cv098_17021.txt:6,001,0.284845
cv098_17021.txt:6,002,0.098513
cv775_17966.txt:19,000,1.0
cv100_12406.txt:25,010,1.0
cv100_12406.txt:60,010,1.0
cv100_12406.txt:95,012,1.0
cv399_28593.txt:12,004,1.0
cv544_5301.txt:16,002,1.0
cv972_26837.txt:7,000,1.0
cv972_26837.txt:42,008,1.0
cv145_12239.txt:0,000,1.0
cv898_1576.txt:9,010,1.0
cv046_10613.txt:19,010,1.0
cv330_29675.txt:15,005,1.0
cv797_7245.txt:32,025,1.0
cv911_21695.txt:30,002,1.0
cv350_22139.txt:25,004,1.0
cv871_25971.txt:33,010,1.0
cv405_21868.txt:16,003,1.0
cv336_10363.txt:20,000,1.0
cv070_13249.txt:21,010,1.0
cv071_12969.txt:12,003,1.0
cv423_12089.txt:13,000,1.0
cv423_12089.txt:48,000,0.616642
cv423_12089.txt:48,001,0.284845
cv423_12089.txt:48,002,0.098513
cv778_18629.txt:14,013,1.0
cv781_5358.txt:23,019,1.0
cv598_18184.txt:14,001,1.0
cv114_19501.txt:3,011,1.0
cv536_27221.txt:26,012,1.0
cv755_24881.txt:11,003,1.0
cv755_24881.txt:46,003,1.0
cv858_20266.txt:26,000,1.0
cv077_23172.txt:11,006,1.0
cv354_8573.txt:13,005,1.0
cv854_18955.txt:1,000,1.0
cv406_22199.txt:23,000,1.0
cv120_3793.txt:23,007,1.0
cv917_29484.txt:24,000,0.616642
cv917_29484.txt:24,001,0.284845
cv917_29484.txt:24,002,0.098513
cv960_28877.txt:15,010,1.0
cv245_8938.txt:30,007,1.0
cv987_7394.txt:27,000,1.0
cv985_5964.txt:17,000,1.0
cv947_11316.txt:12,010,1.0
cv677_18938.txt:29,003,1.0
cv277_20467.txt:16,001,1.0
cv656_25395.txt:31,005,1.0
cv590_20712.txt:15,000,0.616642
cv590_20712.txt:15,001,0.284845
cv590_20712.txt:15,002,0.098513
cv528_11669.txt:23,004,1.0
cv622_8583.txt:7,008,1.0
cv659_21483.txt:16,000,1.0
cv550_23226.txt:20,007,1.0
cv773_20264.txt:5,001,1.0
cv936_17473.txt:2,008,1.0
cv572_20053.txt:10,000,1.0
cv460_11723.txt:13,001,1.0
cv650_15974.txt:12,006,1.0
cv751_17208.txt:4,009,1.0
cv751_17208.txt:39,009,1.0
cv371_8197.txt:3,001,1.0
cv983_24219.txt:13,001,1.0
cv949_21565.txt:20,007,1.0
cv198_19313.txt:11,000,1.0
cv435_24355.txt:1,000,1.0
cv933_24953.txt:19,000,1.0
cv252_24974.txt:6,003,1.0
cv252_24974.txt:41,001,1.0
cv596_4367.txt:1,007,1.0
cv675_22871.txt:18,010,1.0
cv247_14668.txt:1,001,1.0
cv292_7804.txt:25,000,1.0
cv086_19488.txt:10,008,1.0
cv086_19488.txt:45,001,1.0
cv011_13044.txt:3,010,1.0
cv300_23302.txt:12,000,1.0
cv300_23302.txt:47,001,1.0
cv709_11173.txt:33,000,0.616642
cv709_11173.txt:33,001,0.284845
cv709_11173.txt:33,002,0.098513
cv689_13701.txt:13,007,1.0
cv683_13047.txt:31,004,1.0
cv882_10042.txt:13,004,1.0
cv195_16146.txt:14,019,1.0
cv257_11856.txt:23,010,1.0
cv414_11161.txt:20,002,1.0
cv500_10722.txt:28,000,1.0
cv734_22821.txt:7,000,1.0
cv222_18720.txt:10,000,1.0
cv850_18185.txt:17,000,1.0
cv137_17020.txt:29,002,1.0
cv999_14636.txt:5,000,1.0
cv215_23246.txt:15,000,1.0
cv359_6751.txt:22,008,1.0
cv865_28796.txt:6,004,1.0
cv865_28796.txt:41,001,1.0
cv341_25667.txt:3,000,1.0
cv906_12332.txt:6,015,1.0
cv906_12332.txt:41,000,1.0
cv003_12683.txt:11,000,1.0
cv318_11146.txt:27,001,1.0
cv687_22207.txt:6,010,1.0
cv886_19210.txt:11,012,1.0
cv184_26935.txt:10,010,1.0
cv083_25491.txt:25,010,1.0
cv743_17023.txt:22,002,1.0
cv105_19135.txt:26,010,1.0
cv122_7891.txt:25,010,1.0
cv122_7891.txt:60,010,1.0
cv720_5383.txt:13,007,1.0
cv039_5963.txt:32,000,0.616642
cv039_5963.txt:32,001,0.284845
cv039_5963.txt:32,002,0.098513
cv597_26744.txt:34,012,1.0
cv101_10537.txt:14,004,1.0
cv595_26420.txt:15,013,1.0
cv899_17812.txt:5,006,1.0
cv286_26156.txt:12,000,1.0
cv270_5873.txt:0,012,1.0
cv224_18875.txt:12,010,1.0
cv079_12766.txt:24,000,1.0
cv606_17672.txt:8,008,1.0
cv023_13847.txt:25,001,1.0
cv693_19147.txt:6,001,1.0
cv465_23401.txt:17,012,1.0
cv129_18373.txt:4,005,1.0
cv176_14196.txt:5,007,1.0
cv176_14196.txt:40,000,1.0
cv358_11557.txt:27,010,1.0
cv360_8927.txt:17,004,1.0
cv870_18090.txt:3,004,1.0
cv777_10247.txt:21,000,1.0
cv827_19479.txt:9,000,1.0
cv615_15734.txt:2,003,1.0
cv615_15734.txt:37,010,1.0
cv225_29083.txt:3,000,1.0
cv225_29083.txt:38,000,1.0
cv994_13229.txt:8,000,0.616642
cv994_13229.txt:8,001,0.284845
cv994_13229.txt:8,002,0.098513
cv994_13229.txt:43,007,1.0
cv044_18429.txt:9,006,1.0
cv219_19874.txt:9,002,1.0
cv012_29411.txt:9,010,1.0
cv112_12178.txt:26,014,1.0
cv609_25038.txt:30,001,1.0
cv332_17997.txt:19,004,1.0
cv828_21392.txt:1,009,1.0
cv050_12128.txt:4,005,1.0
cv593_11931.txt:9,000,1.0
cv194_12855.txt:15,010,1.0
cv524_24885.txt:31,010,1.0
cv915_9342.txt:18,008,1.0
cv638_29394.txt:27,000,0.616642
cv638_29394.txt:27,001,0.284845
cv638_29394.txt:27,002,0.098513
cv251_23901.txt:16,008,1.0
cv699_7773.txt:12,010,1.0
cv395_11761.txt:15,000,1.0
cv884_15230.txt:4,009,1.0
cv928_9478.txt:4,017,1.0
cv928_9478.txt:39,007,1.0
cv016_4348.txt:23,003,1.0
cv428_12202.txt:24,006,1.0
cv428_12202.txt:59,002,1.0
cv803_8584.txt:6,010,1.0
cv632_9704.txt:18,012,1.0
cv878_17204.txt:28,000,1.0
cv748_14044.txt:26,010,1.0
cv641_13412.txt:33,002,1.0
cv142_23657.txt:19,005,1.0
cv948_25870.txt:26,011,1.0
cv356_26170.txt:9,008,1.0
cv839_22807.txt:6,000,0.616642
cv839_22807.txt:6,001,0.284845
cv839_22807.txt:6,002,0.098513
cv052_29318.txt:9,006,1.0
cv041_22364.txt:21,000,1.0
cv592_23391.txt:27,003,1.0
cv662_14791.txt:0,010,1.0
cv415_23674.txt:7,002,1.0
cv415_23674.txt:42,010,1.0
cv971_11790.txt:33,010,1.0
cv652_15653.txt:29,025,1.0
cv149_17084.txt:32,008,1.0
cv696_29619.txt:34,000,0.616642
cv696_29619.txt:34,001,0.284845
cv696_29619.txt:34,002,0.098513
cv746_10471.txt:28,004,1.0
cv746_10471.txt:63,001,1.0
cv890_3515.txt:9,019,1.0
cv522_5418.txt:18,005,1.0
cv852_27512.txt:4,010,1.0
cv707_11421.txt:16,000,1.0
cv712_24217.txt:26,008,1.0
cv894_22140.txt:33,011,1.0
cv663_14484.txt:6,012,1.0
cv345_9966.txt:2,004,1.0
cv841_3367.txt:4,011,1.0
cv636_16954.txt:11,000,1.0
cv636_16954.txt:46,000,1.0
cv131_11568.txt:15,007,1.0
cv881_14767.txt:0,008,1.0
cv825_5168.txt:10,008,1.0
cv095_28730.txt:1,001,1.0
cv014_15600.txt:0,010,1.0
cv661_25780.txt:2,001,1.0
cv490_18986.txt:7,000,1.0
cv691_5090.txt:12,000,1.0
cv365_12442.txt:2,017,1.0
cv365_12442.txt:37,000,1.0
cv346_19198.txt:4,010,1.0
cv585_23576.txt:14,010,1.0
cv376_20883.txt:14,008,1.0
cv353_19197.txt:14,000,1.0
cv060_11754.txt:12,000,1.0
cv723_9002.txt:19,010,1.0
cv118_28837.txt:23,018,1.0
cv619_13677.txt:14,002,1.0
cv619_13677.txt:49,009,1.0
cv259_11827.txt:32,006,1.0
cv186_2396.txt:34,000,1.0
cv888_25678.txt:20,010,1.0
cv170_29808.txt:15,017,1.0
cv140_7963.txt:1,009,1.0
cv140_7963.txt:36,015,1.0
cv140_7963.txt:71,004,1.0
cv560_18608.txt:0,000,1.0
cv560_18608.txt:35,000,1.0
cv535_21183.txt:6,009,1.0
cv175_7375.txt:19,015,1.0
cv630_10152.txt:26,006,1.0
cv753_11812.txt:1,010,1.0
cv753_11812.txt:36,010,1.0
cv401_13758.txt:30,000,0.616642
cv401_13758.txt:30,001,0.284845
cv401_13758.txt:30,002,0.098513
cv426_10976.txt:4,010,1.0
cv210_9557.txt:16,001,1.0
cv831_16325.txt:9,006,1.0
cv912_5562.txt:0,010,1.0
cv912_5562.txt:35,000,1.0
cv263_20693.txt:18,010,1.0
cv309_23737.txt:16,012,1.0
cv958_13020.txt:0,004,1.0
cv958_13020.txt:35,000,1.0
cv759_15091.txt:2,001,1.0
cv759_15091.txt:37,007,1.0
cv147_22625.txt:29,010,1.0
cv715_19246.txt:15,013,1.0
cv742_8279.txt:15,000,1.0
cv065_16909.txt:25,006,1.0
cv065_16909.txt:60,002,1.0
cv053_23117.txt:0,011,1.0
cv053_23117.txt:35,010,1.0
cv053_23117.txt:70,006,1.0
cv925_9459.txt:18,011,1.0
cv231_11028.txt:25,001,1.0
cv937_9816.txt:19,000,1.0
cv045_25077.txt:30,000,1.0
cv570_28960.txt:23,004,1.0
cv109_22599.txt:31,008,1.0
cv084_15183.txt:3,010,1.0
cv266_26644.txt:11,010,1.0
cv649_13947.txt:18,010,1.0
cv334_0074.txt:0,009,1.0
cv334_0074.txt:35,017,1.0
cv749_18960.txt:4,000,1.0
cv549_22771.txt:6,000,1.0
cv905_28965.txt:19,000,1.0
cv211_9955.txt:8,001,1.0
cv296_13146.txt:19,010,1.0
cv241_24602.txt:25,003,1.0
cv953_7078.txt:12,001,1.0
cv005_29357.txt:24,001,1.0
cv306_10859.txt:1,000,1.0
cv774_15488.txt:1,000,1.0
cv626_7907.txt:8,002,1.0
cv201_7421.txt:7,003,1.0
cv760_8977.txt:28,009,1.0
cv614_11320.txt:6,000,1.0
cv317_25111.txt:2,017,1.0
cv682_17947.txt:8,005,1.0
cv787_15277.txt:15,010,1.0
cv291_26844.txt:7,010,1.0
cv260_15652.txt:5,000,1.0
cv561_9484.txt:20,012,1.0
cv311_17708.txt:26,002,1.0
cv516_12117.txt:15,010,1.0
cv757_10668.txt:20,004,1.0
cv681_9744.txt:21,002,1.0
cv498_9288.txt:10,000,0.616642
cv498_9288.txt:10,001,0.284845
cv498_9288.txt:10,002,0.098513
cv388_12810.txt:20,010,1.0
cv230_7913.txt:24,000,0.616642
cv230_7913.txt:24,001,0.284845
cv230_7913.txt:24,002,0.098513
cv869_24782.txt:3,001,1.0
cv869_24782.txt:38,000,1.0
cv575_22598.txt:23,002,1.0
cv275_28725.txt:26,010,1.0
cv654_19345.txt:30,010,1.0
cv521_1730.txt:13,002,1.0
cv891_6035.txt:21,001,1.0
cv735_20218.txt:8,011,1.0
cv304_28489.txt:12,000,1.0
cv274_26379.txt:23,003,1.0
cv331_8656.txt:5,005,1.0
cv969_14760.txt:7,003,1.0
cv062_24556.txt:24,010,1.0
cv784_16077.txt:29,006,1.0
cv380_8164.txt:2,000,1.0
cv819_9567.txt:14,001,1.0
cv970_19532.txt:21,000,1.0
cv851_21895.txt:16,002,1.0
cv673_25874.txt:7,007,1.0
cv731_3968.txt:15,010,1.0
cv074_7188.txt:1,007,1.0
cv287_17410.txt:9,019,1.0
cv860_15520.txt:27,001,1.0
cv026_29229.txt:21,010,1.0
cv491_12992.txt:33,001,1.0
cv433_10443.txt:22,004,1.0
cv526_12868.txt:22,003,1.0
cv526_12868.txt:57,010,1.0
cv540_3092.txt:10,009,1.0
cv539_21865.txt:9,000,0.616642
cv539_21865.txt:9,001,0.284845
cv539_21865.txt:9,002,0.098513
cv539_21865.txt:44,008,1.0
cv493_14135.txt:15,008,1.0
cv617_9561.txt:21,010,1.0
cv443_22367.txt:29,000,0.616642
cv443_22367.txt:29,001,0.284845
cv443_22367.txt:29,002,0.098513
cv980_11851.txt:29,010,1.0
cv422_9632.txt:25,005,1.0
cv511_10360.txt:11,000,1.0
cv511_10360.txt:46,000,1.0
cv823_17055.txt:18,007,1.0
cv200_29006.txt:21,004,1.0
cv200_29006.txt:56,000,1.0
cv192_16079.txt:10,004,1.0
cv192_16079.txt:45,013,1.0
cv037_19798.txt:13,007,1.0
cv126_28821.txt:9,001,1.0
cv082_11979.txt:13,010,1.0
cv271_15364.txt:17,001,1.0
cv832_24713.txt:7,012,1.0
cv832_24713.txt:42,000,1.0
cv849_17215.txt:17,001,1.0
cv507_9509.txt:11,012,1.0
cv714_19704.txt:2,000,1.0
cv714_19704.txt:37,013,1.0
cv444_9975.txt:3,012,1.0
cv243_22164.txt:25,000,1.0
cv462_20788.txt:6,019,1.0
cv310_14568.txt:3,002,1.0
cv601_24759.txt:16,008,1.0
cv956_12547.txt:12,001,1.0
cv956_12547.txt:47,000,1.0
cv339_22452.txt:3,006,1.0
cv387_12391.txt:9,000,1.0
cv717_17472.txt:18,005,1.0
cv918_27080.txt:9,001,1.0
cv866_29447.txt:17,010,1.0
cv475_22978.txt:20,012,1.0
cv467_26610.txt:12,006,1.0
cv989_17297.txt:7,006,1.0
cv527_10338.txt:19,009,1.0
cv818_10698.txt:19,003,1.0
cv369_14245.txt:19,005,1.0
cv977_4776.txt:6,000,1.0
cv481_7930.txt:9,004,1.0
cv174_9735.txt:21,004,1.0
cv182_7791.txt:28,002,1.0
cv419_14799.txt:34,004,1.0
cv487_11058.txt:22,000,1.0
cv564_12011.txt:26,000,1.0
cv995_23113.txt:26,010,1.0
cv995_23113.txt:61,005,1.0
cv567_29420.txt:11,010,1.0
cv248_15672.txt:4,012,1.0
cv637_13682.txt:4,002,1.0
cv637_13682.txt:39,000,1.0
cv469_21998.txt:22,000,1.0
cv202_11382.txt:14,010,1.0
cv964_5794.txt:10,004,1.0
cv080_14899.txt:12,002,1.0
cv479_5450.txt:1,000,1.0
cv024_7033.txt:2,011,1.0
cv110_27832.txt:5,000,1.0
cv299_17950.txt:17,009,1.0
cv416_12048.txt:1,007,1.0
cv843_17054.txt:2,009,1.0
cv992_12806.txt:17,012,1.0
cv328_10908.txt:0,011,1.0
cv165_2389.txt:14,019,1.0
cv307_26382.txt:26,010,1.0
cv643_29282.txt:3,007,1.0
cv610_24153.txt:7,010,1.0
cv256_16529.txt:0,010,1.0
cv256_16529.txt:35,010,1.0
cv439_17633.txt:12,000,1.0
cv327_21743.txt:16,004,1.0
cv223_28923.txt:11,010,1.0
cv223_28923.txt:46,000,0.616642
cv223_28923.txt:46,001,0.284845
cv223_28923.txt:46,002,0.098513
cv908_17779.txt:33,018,1.0
cv164_23451.txt:23,000,0.616642
cv164_23451.txt:23,001,0.284845
cv164_23451.txt:23,002,0.098513
cv935_24977.txt:25,007,1.0
cv087_2145.txt:11,005,1.0
cv836_14311.txt:4,000,1.0
cv885_13390.txt:12,003,1.0
cv190_27176.txt:20,010,1.0
cv756_23676.txt:24,001,1.0
cv676_22202.txt:28,005,1.0
cv676_22202.txt:63,003,1.0
cv581_20790.txt:34,001,1.0
cv873_19937.txt:11,010,1.0
cv569_26750.txt:21,000,1.0
cv569_26750.txt:56,010,1.0
cv298_24487.txt:0,003,1.0
cv178_14380.txt:14,000,1.0
cv722_7571.txt:21,000,1.0
cv010_29063.txt:15,000,1.0
cv221_27081.txt:15,019,1.0
cv660_23140.txt:21,019,1.0
cv537_13516.txt:9,002,1.0
cv119_9909.txt:8,010,1.0
cv378_21982.txt:24,010,1.0
cv319_16459.txt:19,002,1.0
cv688_7884.txt:29,015,1.0
cv761_13769.txt:21,010,1.0
cv116_28734.txt:15,010,1.0
cv963_7208.txt:13,006,1.0
cv750_10606.txt:1,000,1.0
cv921_13988.txt:11,010,1.0
cv226_26692.txt:18,009,1.0
cv861_12809.txt:15,000,1.0
cv965_26688.txt:15,001,1.0
cv965_26688.txt:50,004,1.0
cv730_10729.txt:28,005,1.0
cv874_12182.txt:25,012,1.0
cv030_22893.txt:22,008,1.0
cv283_11963.txt:21,010,1.0
cv156_11119.txt:14,012,1.0
cv934_20426.txt:13,010,1.0
cv740_13643.txt:12,012,1.0
cv394_5311.txt:28,010,1.0
cv754_7709.txt:21,000,1.0
cv323_29633.txt:31,009,1.0
cv009_29417.txt:31,000,1.0
cv883_27621.txt:17,006,1.0
cv883_27621.txt:52,006,1.0
cv027_26270.txt:22,002,1.0
cv127_16451.txt:14,007,1.0
cv486_9788.txt:15,007,1.0
cv486_9788.txt:50,000,0.616642
cv486_9788.txt:50,001,0.284845
cv486_9788.txt:50,002,0.098513
cv213_20300.txt:1,019,1.0
cv322_21820.txt:16,002,1.0
cv800_13494.txt:1,001,1.0
cv488_21453.txt:8,004,1.0
